121 180
	115 95 37 236
	116 92 19 296
20 7
	117 95 9 180
	118 92 18 137
	119 87 12 148
	120 87 20 123
	121 96 17 144
	122 97 21 133
	123 94 10 172
21 5
	124 91 41 391
	125 80 29 383
	126 95 58 329
	127 88 62 283
	128 96 54 362
22 8
	129 98 67 396
	130 90 72 348
	131 91 29 537
	132 80 43 416
	133 97 62 411
	134 87 58 401
	135 88 48 435
	136 97 33 532
23 5
	137 84 42 310
	138 92 50 321
	139 90 31 383
	140 88 38 349
	141 94 58 298
24 5
	142 88 63 340
	143 98 36 500
	144 84 68 295
	145 83 31 450
	146 92 27 509
25 6
	147 92 30 285
	148 86 43 221
	149 91 46 218
	150 99 18 353
	151 90 36 261
	152 98 24 331
26 7
	153 98 20 177
	154 91 22 157
	155 94 14 188
	156 94 27 141
	157 85 25 130
	158 81 18 154
	159 81 11 185
27 7
	160 91 56 406
	161 95 61 401
	162 88 37 467
	163 83 28 486
	164 83 70 302
	165 94 47 463
	166 87 66 354
28 4
	167 95 18 150
	168 84 19 129
	169 94 11 175
	170 98 21 142
29 8
	171 88 11 105
	172 80 6 114
	173 91 16 86
	174 93 9 117
	175 87 15 87
	176 83 8 114
	177 83 10 101
	178 93 17 87
30 4
	179 92 11 127
	180 98 18 110
	181 82 10 122
	182 80 7 131
31 8
	183 90 20 376
	184 88 30 321
	185 98 44 304
	186 92 34 318
	187 87 51 229
	188 84 47 235
	189 80 27 311
	190 94 41 294
32 5
	191 93 19 130
	192 97 9 177
	193 96 10 171
	194 95 16 140
	195 93 22 113
33 7
	196 89 25 262
	197 91 30 251
	198 80 27 223
	199 84 33 220
	200 83 41 181
	201 82 36 206
	202 86 19 281
34 5
	203 94 51 422
	204 93 65 375
	205 82 42 403
	206 98 46 473
	207 94 70 346
35 6
	208 93 50 248
	209 91 47 255
	210 90 26 335
	211 81 20 325
	212 86 40 275
	213 87 36 282
36 4
	214 86 14 96
	215 93 15 97
	216 89 17 86
	217 92 8 127
37 6
	218 85 42 377
	219 87 34 420
	220 96 55 377
	221 96 51 394
	222 82 60 287
	223 96 25 497
38 5
	224 96 26 138
	225 99 21 163
	226 87 10 180
	227 96 15 182
	228 80 19 138
39 4
	229 99 24 285
	230 90 37 207
	231 88 21 264
	232 97 40 218
40 8
	233 82 29 400
	234 87 50 341
	235 95 37 430
	236 89 25 451
	237 87 63 282
	238 99 46 417
	239 93 59 337
	240 93 54 341
41 6
	241 97 23 317
	242 89 20 314
	243 81 26 254
	244 94 32 281
	245 87 41 224
	246 91 35 248
42 6
	247 82 33 234
	248 98 39 264
	249 97 36 270
	250 97 42 249
	251 81 21 279
	252 83 18 309
43 7
	253 83 34 294
	254 82 23 329
	255 89 41 287
	256 82 27 308
	257 81 44 250
	258 86 20 359
	259 93 37 318
44 8
	260 99 49 335
	261 90 45 309
	262 96 30 399
	263 98 33 384
	264 99 26 426
	265 92 56 271
	266 86 41 316
	267 95 37 369
45 8
	268 86 27 401
	269 80 39 326
	270 85 23 397
	271 96 43 361
	272 94 47 346
	273 82 31 365
	274 93 35 393
	275 92 55 306
46 4
	276 90 55 396
	277 86 46 400
	278 82 27 451
	279 95 36 483
47 5
	280 99 54 331
	281 91 46 339
	282 85 27 378
	283 89 42 339
	284 91 39 370
48 8
	285 99 49 494
	286 80 39 439
	287 81 74 314
	288 96 69 409
	289 89 34 519
	290 83 64 374
	291 99 59 474
	292 95 54 469
49 4
	293 83 22 141
	294 86 18 165
	295 84 13 182
	296 99 14 202
50 7
	297 90 37 264
	298 89 47 227
	299 97 25 334
	300 84 34 258
	301 97 31 309
	302 96 28 321
	303 93 41 258
51 8
	304 91 28 300
	305 91 31 297
	306 91 38 272
	307 81 47 199
	308 80 34 240
	309 82 41 221
	310 80 22 300
	311 99 44 262
52 7
	312 85 10 147
	313 91 22 110
	314 87 19 114
	315 99 13 151
	316 87 20 110
	317 87 8 151
	318 97 17 132
53 6
	319 91 43 273
	320 96 27 364
	321 94 40 293
	322 81 30 290
	323 96 50 270
	324 97 37 320
54 4
	325 84 49 246
	326 93 31 355
	327 85 21 358
	328 83 42 267
55 6
	329 81 31 352
	330 91 58 282
	331 89 47 317
	332 94 39 376
	333 83 50 282
	334 95 35 403
56 7
	335 91 32 171
	336 83 16 217
	337 92 25 203
	338 90 27 194
	339 82 34 146
	340 83 13 231
	341 91 20 217
57 4
	342 99 25 492
	343 83 58 294
	344 86 42 374
	345 83 54 307
58 4
	346 98 59 405
	347 98 32 520
	348 89 46 424
	349 88 36 442
59 5
	350 83 67 330
	351 86 33 483
	352 95 43 493
	353 94 28 531
	354 85 62 349
60 7
	355 89 30 327
	356 87 47 249
	357 83 43 243
	358 83 40 266
	359 87 27 324
	360 83 37 276
	361 82 33 276
61 4
	362 84 23 269
	363 83 38 214
	364 92 32 264
	365 90 41 228
62 4
	366 95 40 234
	367 90 38 231
	368 92 35 257
	369 97 20 319
63 4
	370 88 49 233
	371 85 36 279
	372 88 39 276
	373 87 33 299
64 8
	374 90 41 249
	375 97 31 313
	376 99 25 341
	377 86 28 300
	378 81 38 236
	379 86 44 226
	380 87 19 335
	381 82 47 207
65 8
	382 83 40 303
	383 89 36 325
	384 82 29 328
	385 96 21 409
	386 82 54 230
	387 94 51 288
	388 99 32 379
	389 96 43 325
66 6
	390 87 6 117
	391 89 14 86
	392 97 11 108
	393 92 8 114
	394 93 10 109
	395 82 15 77
67 8
	396 89 24 300
	397 82 18 312
	398 93 21 324
	399 93 30 294
	400 99 36 284
	401 85 27 272
	402 88 39 245
	403 97 45 239
68 8
	404 87 28 349
	405 82 21 364
	406 90 25 382
	407 84 32 328
	408 81 43 270
	409 99 36 367
	410 89 54 256
	411 83 50 245
69 6
	412 91 31 251
	413 98 36 254
	414 86 16 293
	415 93 39 217
	416 81 42 172
	417 98 22 299
70 5
	418 83 20 100
	419 95 10 160
	420 90 14 135
	421 80 18 103
	422 95 11 149
71 7
	423 84 17 135
	424 93 24 122
	425 84 14 148
	426 93 22 124
	427 99 16 159
	428 99 20 140
	429 95 12 171
72 5
	430 96 25 480
	431 97 42 409
	432 92 50 371
	433 81 54 303
	434 89 63 299
73 6
	435 80 44 205
	436 81 22 293
	437 97 47 243
	438 81 25 284
	439 93 41 268
	440 99 34 306
74 7
	441 94 55 283
	442 97 41 347
	443 96 26 403
	444 82 44 287
	445 91 29 373
	446 81 37 317
	447 86 48 291
75 5
	448 85 66 328
	449 99 47 485
	450 83 33 461
	451 88 28 513
	452 82 38 437
76 4
	453 81 18 134
	454 96 23 134
	455 94 25 131
	456 97 16 169
77 5
	457 99 39 337
	458 91 28 366
	459 87 42 280
	460 81 21 344
	461 83 35 309
78 8
	462 95 35 269
	463 96 20 325
	464 91 23 292
	465 88 32 254
	466 82 41 203
	467 94 29 280
	468 89 26 286
	469 96 17 337
79 4
	470 85 10 108
	471 83 16 83
	472 87 15 91
	473 87 14 94
80 7
	474 86 18 106
	475 88 15 118
	476 80 9 132
	477 80 19 91
	478 89 12 136
	479 83 11 129
	480 89 14 125
81 6
	481 89 17 138
	482 81 11 152
	483 89 14 150
	484 94 12 170
	485 89 19 136
	486 80 16 128
82 6
	487 86 24 147
	488 92 11 209
	489 91 28 138
	490 85 15 183
	491 80 22 143
	492 98 18 187
83 6
	493 90 33 498
	494 88 58 391
	495 83 43 425
	496 93 72 362
	497 81 53 372
	498 86 67 343
84 7
	499 92 32 363
	500 86 43 287
	501 84 25 352
	502 84 50 247
	503 80 29 330
	504 95 47 308
	505 87 21 377
85 8
	506 95 58 439
	507 82 68 332
	508 80 53 371
	509 93 29 537
	510 93 34 522
	511 86 48 434
	512 85 43 434
	513 89 73 351
86 5
	514 83 10 176
	515 97 13 182
	516 92 17 164
	517 83 19 137
	518 85 15 157
87 7
	519 92 57 371
	520 99 26 509
	521 96 61 358
	522 88 44 389
	523 81 30 411
	524 92 66 327
	525 87 48 376
88 8
	526 82 13 182
	527 83 22 145
	528 91 18 174
	529 92 26 141
	530 82 27 122
	531 99 14 206
	532 80 16 161
	533 88 24 143
89 4
	534 90 16 156
	535 84 13 161
	536 86 18 144
	537 91 25 125
90 8
	538 80 46 242
	539 82 53 232
	540 94 28 374
	541 90 39 317
	542 96 32 371
	543 91 24 371
	544 87 21 378
	545 95 35 342
91 7
	546 89 49 455
	547 88 54 415
	548 93 34 539
	549 84 29 509
	550 99 69 410
	551 95 64 425
	552 94 59 440
92 7
	553 94 6 125
	554 89 8 110
	555 92 15 85
	556 84 7 109
	557 80 14 76
	558 98 9 116
	559 94 11 107
93 7
	560 86 27 122
	561 80 26 119
	562 95 24 161
	563 91 13 199
	564 82 22 139
	565 86 11 197
	566 94 20 167
94 8
	567 88 13 194
	568 99 23 179
	569 99 15 211
	570 90 21 169
	571 93 28 140
	572 94 17 190
	573 84 26 130
	574 84 19 163
95 4
	575 81 48 262
	576 95 33 377
	577 80 40 296
	578 88 55 266
96 6
	579 86 37 445
	580 93 65 365
	581 93 51 422
	582 93 46 455
	583 97 42 473
	584 81 60 337
97 7
	585 96 34 459
	586 97 26 498
	587 98 61 362
	588 94 56 371
	589 87 65 292
	590 89 39 411
	591 85 43 380
98 8
	592 92 38 215
	593 88 16 295
	594 90 24 270
	595 83 19 270
	596 89 41 196
	597 84 35 201
	598 94 33 245
	599 86 22 262
99 5
	600 82 46 331
	601 83 50 331
	602 88 55 339
	603 93 59 331
	604 98 33 454
100 7
	605 97 16 84
	606 87 10 98
	607 87 13 89
	608 90 7 111
	609 88 14 83
	610 80 9 93
	611 92 15 84
101 6
	612 82 18 312
	613 92 34 281
	614 87 28 290
	615 97 31 306
	616 97 25 331
	617 98 47 252
102 8
	618 96 61 315
	619 96 32 438
	620 83 45 335
	621 89 28 417
	622 83 53 307
	623 88 40 360
	624 84 57 286
	625 94 36 417
103 4
	626 84 14 146
	627 80 9 153
	628 90 12 161
	629 96 20 140
104 6
	630 89 38 344
	631 92 50 313
	632 99 23 445
	633 96 30 402
	634 80 54 251
	635 83 27 379
105 6
	636 83 21 218
	637 83 19 225
	638 90 24 218
	639 81 31 168
	640 93 14 271
	641 95 28 211
106 7
	642 97 31 241
	643 87 18 267
	644 86 26 228
	645 99 29 257
	646 95 37 217
	647 97 21 289
	648 81 23 236
107 4
	649 80 25 184
	650 82 23 193
	651 91 29 181
	652 89 34 158
108 6
	653 93 15 148
	654 88 22 118
	655 81 19 122
	656 95 12 169
	657 93 23 122
	658 90 20 130
109 7
	659 87 58 349
	660 84 36 435
	661 94 54 403
	662 97 68 358
	663 82 27 458
	664 87 31 467
	665 94 40 444
110 8
	666 89 58 313
	667 94 41 397
	668 85 54 313
	669 90 37 397
	670 94 45 380
	671 94 50 359
	672 82 29 409
	673 87 62 280
111 5
	674 94 56 279
	675 99 37 384
	676 87 45 305
	677 90 41 331
	678 93 33 377
112 8
	679 86 56 257
	680 92 34 363
	681 95 49 329
	682 92 45 333
	683 86 41 321
	684 83 26 374
	685 96 30 397
	686 87 52 276
113 4
	687 91 38 186
	688 95 33 217
	689 90 36 191
	690 87 25 230
114 4
	691 92 21 228
	692 82 35 154
	693 87 16 238
	694 90 14 259
115 4
	695 82 46 339
	696 89 37 398
	697 83 58 281
	698 85 62 272
116 6
	699 95 16 85
	700 88 14 89
	701 89 11 100
	702 82 13 85
	703 86 10 104
	704 95 12 105
117 4
	705 88 40 422
	706 94 49 422
	707 82 68 299
	708 92 54 390
118 6
	709 95 32 220
	710 91 37 179
	711 80 15 253
	712 95 27 235
	713 86 30 197
	714 93 20 258
119 4
	715 88 34 185
	716 87 26 212
	717 86 24 209
	718 93 21 239
120 8
	719 88 22 230
	720 87 25 225
	721 93 37 192
	722 93 15 273
	723 85 32 190
	724 89 27 217
	725 96 30 227
	726 96 20 268
121 5
	727 93 15 96
	728 91 11 108
	729 88 10 108
	730 90 7 129
	731 97 12 114
50 650 0
2
