91 135
	142 89 21 195
	143 93 23 195
	144 82 18 186
26 7
	145 95 33 519
	146 81 52 366
	147 82 47 404
	148 80 38 423
	149 80 71 299
	150 92 57 419
	151 96 66 380
27 8
	152 97 44 295
	153 92 48 264
	154 83 20 340
	155 98 30 364
	156 82 27 323
	157 98 24 381
	158 83 51 223
	159 93 37 306
28 6
	160 98 16 166
	161 87 10 176
	162 83 18 141
	163 93 25 130
	164 89 22 134
	165 83 11 166
29 4
	166 90 25 201
	167 88 32 168
	168 80 28 175
	169 92 16 246
30 8
	170 89 39 473
	171 93 43 478
	172 98 34 552
	173 96 53 454
	174 83 73 307
	175 91 63 400
	176 89 58 395
	177 82 29 493
31 5
	178 94 32 278
	179 97 29 293
	180 89 44 206
	181 89 26 287
	182 95 17 341
32 5
	183 92 36 342
	184 84 32 331
	185 84 39 299
	186 94 25 385
	187 84 50 248
33 8
	188 99 13 106
	189 94 15 87
	190 92 6 125
	191 87 10 104
	192 80 14 78
	193 84 16 71
	194 92 12 103
	195 86 11 97
34 4
	196 89 42 298
	197 99 45 315
	198 91 24 365
	199 95 52 273
35 7
	200 89 6 108
	201 88 9 95
	202 97 11 94
	203 98 14 84
	204 92 12 85
	205 86 7 99
	206 95 13 85
36 6
	207 85 26 153
	208 93 28 163
	209 90 18 196
	210 99 20 210
	211 82 16 184
	212 92 14 214
37 6
	213 82 10 86
	214 99 15 86
	215 90 8 105
	216 97 6 122
	217 83 13 77
	218 97 12 95
38 5
	219 80 10 168
	220 89 17 161
	221 90 14 174
	222 90 22 144
	223 91 24 133
39 5
	224 90 14 207
	225 94 12 223
	226 99 30 163
	227 95 18 199
	228 94 22 185
40 4
	229 83 13 232
	230 89 25 204
	231 99 27 209
	232 86 18 225
41 6
	233 99 50 438
	234 91 59 374
	235 92 36 456
	236 83 27 466
	237 91 45 434
	238 96 54 415
42 7
	239 92 51 324
	240 96 39 380
	241 95 31 423
	242 87 55 281
	243 96 47 364
	244 84 27 391
	245 80 23 380
43 5
	246 95 34 456
	247 80 25 430
	248 93 38 417
	249 94 64 331
	250 83 30 408
44 5
	251 80 8 115
	252 97 9 129
	253 97 14 109
	254 81 7 120
	255 97 13 113
45 7
	256 82 30 196
	257 84 25 221
	258 83 15 259
	259 96 35 211
	260 91 38 180
	261 91 22 241
	262 97 28 241
46 5
	263 94 19 358
	264 95 38 285
	265 80 22 304
	266 85 44 227
	267 86 32 281
47 8
	268 86 9 97
	269 84 12 79
	270 84 10 89
	271 80 14 68
	272 88 13 82
	273 93 8 105
	274 94 7 111
	275 90 15 74
48 6
	276 89 7 104
	277 96 13 86
	278 91 10 96
	279 86 6 107
	280 96 14 82
	281 86 9 93
49 8
	282 96 32 328
	283 86 49 223
	284 91 19 351
	285 93 46 259
	286 90 23 335
	287 97 29 338
	288 93 26 341
	289 84 42 249
50 8
	290 98 18 222
	291 95 12 238
	292 88 23 176
	293 89 27 165
	294 94 20 201
	295 87 16 203
	296 80 25 150
	297 98 29 171
51 6
	298 83 37 372
	299 97 57 339
	300 83 41 351
	301 98 62 326
	302 83 53 297
	303 92 24 450
52 6
	304 96 24 213
	305 93 22 210
	306 88 15 235
	307 83 31 158
	308 84 27 176
	309 92 29 181
53 4
	310 96 33 334
	311 90 43 264
	312 82 36 264
	313 98 50 270
54 4
	314 90 25 450
	315 81 50 304
	316 90 29 429
	317 94 58 337
55 4
	318 92 56 307
	319 87 60 282
	320 94 28 440
	321 80 24 396
56 7
	322 82 8 141
	323 86 20 101
	324 98 10 161
	325 91 11 142
	326 96 18 120
	327 95 15 130
	328 90 21 102
57 6
	329 95 46 299
	330 91 54 270
	331 81 21 360
	332 86 50 267
	333 81 43 267
	334 98 39 353
58 8
	335 88 25 228
	336 80 20 230
	337 89 35 197
	338 94 38 194
	339 86 15 261
	340 88 33 197
	341 96 28 235
	342 87 23 238
59 5
	343 98 39 345
	344 98 24 399
	345 95 49 285
	346 87 35 324
	347 81 32 317
60 4
	348 80 43 207
	349 83 30 268
	350 81 34 250
	351 86 40 228
61 7
	352 93 17 125
	353 89 10 148
	354 94 13 147
	355 83 21 96
	356 96 8 164
	357 91 16 128
	358 83 11 132
62 6
	359 98 28 461
	360 84 32 384
	361 85 52 295
	362 98 56 339
	363 82 24 396
	364 86 36 372
63 5
	365 85 10 109
	366 92 14 104
	367 82 7 120
	368 89 12 108
	369 81 15 83
64 7
	370 91 10 190
	371 97 13 187
	372 84 24 123
	373 90 18 150
	374 81 22 121
	375 91 12 183
	376 85 20 132
65 8
	377 83 62 277
	378 96 41 401
	379 96 37 418
	380 99 33 455
	381 97 45 389
	382 87 28 426
	383 96 53 360
	384 93 57 331
66 6
	385 86 33 216
	386 85 16 285
	387 91 19 285
	388 86 24 255
	389 91 36 227
	390 86 22 268
67 6
	391 88 41 251
	392 84 48 209
	393 81 45 219
	394 85 38 248
	395 84 35 267
	396 81 22 312
68 5
	397 92 39 287
	398 85 19 336
	399 90 32 307
	400 93 45 264
	401 86 49 225
69 6
	402 81 26 358
	403 93 52 290
	404 86 56 264
	405 87 49 286
	406 89 37 343
	407 81 41 290
70 4
	408 96 31 235
	409 88 28 230
	410 93 15 295
	411 82 36 183
71 4
	412 89 41 188
	413 96 30 251
	414 81 35 188
	415 81 19 262
72 7
	416 98 16 169
	417 98 18 157
	418 83 21 124
	419 99 11 192
	420 82 23 110
	421 80 13 152
	422 80 20 122
73 8
	423 98 38 326
	424 82 24 340
	425 80 27 319
	426 85 41 277
	427 80 34 277
	428 98 52 270
	429 87 48 260
	430 92 31 333
74 6
	431 85 17 117
	432 99 21 120
	433 99 16 142
	434 84 10 140
	435 85 20 107
	436 84 13 134
75 4
	437 82 38 314
	438 90 49 299
	439 90 23 410
	440 84 53 272
76 6
	441 98 47 285
	442 84 20 339
	443 84 44 251
	444 83 50 217
	445 86 40 268
	446 86 27 329
77 7
	447 88 36 387
	448 90 52 327
	449 98 56 343
	450 88 60 282
	451 82 24 395
	452 81 44 327
	453 91 32 412
78 7
	454 89 57 359
	455 96 31 493
	456 89 39 426
	457 89 53 364
	458 80 62 302
	459 80 66 279
	460 92 44 413
79 8
	461 95 25 131
	462 80 13 153
	463 91 22 138
	464 82 15 146
	465 90 20 139
	466 80 11 158
	467 94 10 187
	468 84 17 143
80 5
	469 87 32 288
	470 84 42 239
	471 98 45 268
	472 82 22 308
	473 90 36 281
81 8
	474 84 20 99
	475 81 10 135
	476 83 8 148
	477 80 14 119
	478 98 15 140
	479 87 17 114
	480 84 18 106
	481 85 12 128
82 6
	482 88 19 346
	483 86 49 225
	484 91 26 330
	485 86 29 304
	486 94 22 349
	487 82 39 241
83 4
	488 92 26 337
	489 87 19 354
	490 86 36 281
	491 95 23 364
84 8
	492 80 39 270
	493 84 53 227
	494 99 35 351
	495 90 49 270
	496 88 21 376
	497 98 28 387
	498 94 24 383
	499 81 46 255
85 5
	500 86 53 354
	501 90 48 399
	502 91 26 483
	503 86 31 443
	504 96 57 377
86 8
	505 81 25 143
	506 90 17 189
	507 95 21 187
	508 92 11 218
	509 90 23 165
	510 80 13 183
	511 86 15 189
	512 95 27 157
87 5
	513 80 54 247
	514 92 42 355
	515 89 23 421
	516 84 50 294
	517 81 46 297
88 4
	518 96 35 456
	519 85 65 285
	520 92 61 333
	521 80 39 368
89 6
	522 90 51 244
	523 84 34 296
	524 85 30 306
	525 81 44 251
	526 88 24 358
	527 96 41 306
90 8
	528 87 64 292
	529 81 42 365
	530 98 47 421
	531 86 51 347
	532 81 34 399
	533 86 38 386
	534 82 55 300
	535 83 60 305
91 4
	536 85 10 90
	537 92 13 84
	538 87 12 86
	539 88 15 71
50 390 0
2
